"","Population","Bag","Oyster","Status","Age","Site","Year"
"1335","CL2",3,226,0,16,"Ninigret",2023
"1336","CL2",3,227,0,16,"Ninigret",2023
"1337","CL2",3,228,0,16,"Ninigret",2023
"1338","CL2",3,229,0,16,"Ninigret",2023
"1339","CL2",3,230,0,16,"Ninigret",2023
"1340","CL2",3,231,0,16,"Ninigret",2023
"1341","CL2",3,232,0,16,"Ninigret",2023
"1342","CL2",3,233,0,16,"Ninigret",2023
"1343","CL2",3,234,0,16,"Ninigret",2023
"1344","CL2",3,235,0,16,"Ninigret",2023
"1345","CL2",3,236,0,16,"Ninigret",2023
"1346","CL2",3,237,0,16,"Ninigret",2023
"1347","CL2",3,238,0,16,"Ninigret",2023
"1348","CL2",3,239,0,16,"Ninigret",2023
"1349","CL2",3,240,0,16,"Ninigret",2023
"1350","CL2",3,241,0,16,"Ninigret",2023
"1351","CL2",3,242,0,16,"Ninigret",2023
"1352","CL2",3,243,0,16,"Ninigret",2023
"1353","CL2",3,244,0,16,"Ninigret",2023
"1354","CL2",3,245,0,16,"Ninigret",2023
"1355","CL2",3,246,0,16,"Ninigret",2023
"1356","CL2",3,247,0,16,"Ninigret",2023
"1357","CL2",3,248,0,16,"Ninigret",2023
"1358","CL2",3,249,0,16,"Ninigret",2023
"1359","CL2",3,250,0,16,"Ninigret",2023
"1360","CL2",3,251,0,16,"Ninigret",2023
"1361","CL2",3,252,0,16,"Ninigret",2023
"1362","CL2",3,253,0,16,"Ninigret",2023
"1363","CL2",3,254,0,16,"Ninigret",2023
"1364","CL2",3,255,0,16,"Ninigret",2023
"1365","CL2",3,256,0,16,"Ninigret",2023
"1366","CL2",3,257,0,16,"Ninigret",2023
"1367","CL2",3,258,0,16,"Ninigret",2023
"1368","CL2",3,259,0,16,"Ninigret",2023
"1369","CL2",3,260,0,16,"Ninigret",2023
"1370","CL2",3,261,0,16,"Ninigret",2023
"1371","CL2",3,262,0,16,"Ninigret",2023
"1372","CL2",3,263,0,16,"Ninigret",2023
"1373","CL2",3,264,0,16,"Ninigret",2023
"1374","CL2",3,265,0,16,"Ninigret",2023
"1375","CL2",3,266,0,16,"Ninigret",2023
"1376","CL2",3,267,0,16,"Ninigret",2023
"1377","CL2",3,268,0,16,"Ninigret",2023
"1378","CL2",3,269,0,16,"Ninigret",2023
"1379","CL2",3,270,0,16,"Ninigret",2023
"1380","CL2",3,271,0,16,"Ninigret",2023
"1381","CL2",3,272,0,16,"Ninigret",2023
"1382","CL2",3,273,0,16,"Ninigret",2023
"1383","CL2",3,274,0,16,"Ninigret",2023
"1384","CL2",3,275,0,16,"Ninigret",2023
"1385","CL2",3,276,0,16,"Ninigret",2023
"1386","CL2",3,277,0,16,"Ninigret",2023
"1387","CL2",3,278,0,16,"Ninigret",2023
"1388","CL2",3,279,0,16,"Ninigret",2023
"1389","CL2",3,280,0,16,"Ninigret",2023
"1390","CL2",3,281,0,16,"Ninigret",2023
"1391","CL2",3,282,0,16,"Ninigret",2023
"1392","CL2",3,283,0,16,"Ninigret",2023
"1393","CL2",3,284,0,16,"Ninigret",2023
"1394","CL2",3,285,0,16,"Ninigret",2023
"1395","CL2",3,286,0,16,"Ninigret",2023
"1396","CL2",3,287,0,16,"Ninigret",2023
"1397","CL2",3,288,0,16,"Ninigret",2023
"1398","CL2",3,289,0,16,"Ninigret",2023
"1399","CL2",3,290,0,16,"Ninigret",2023
"1400","CL2",3,291,0,16,"Ninigret",2023
"1401","CL2",3,292,0,16,"Ninigret",2023
"1402","CL2",3,293,0,16,"Ninigret",2023
"1403","CL2",3,294,0,16,"Ninigret",2023
"1404","CL2",3,295,0,16,"Ninigret",2023
"1405","CL2",3,296,0,16,"Ninigret",2023
"1406","CL2",3,297,0,16,"Ninigret",2023
"1407","CL2",3,298,0,16,"Ninigret",2023
"1408","CL2",3,299,0,16,"Ninigret",2023
"1409","CL2",3,300,0,16,"Ninigret",2023
"1410","CL2",3,301,0,16,"Ninigret",2023
"1411","CL2",3,302,0,16,"Ninigret",2023
"1412","CL2",3,303,0,16,"Ninigret",2023
"1413","CL2",3,304,0,16,"Ninigret",2023
"1414","CL2",3,305,0,16,"Ninigret",2023
"1415","CL2",3,306,0,16,"Ninigret",2023
"1416","CL2",3,307,0,16,"Ninigret",2023
"1417","CL2",3,308,0,16,"Ninigret",2023
"1418","CL2",3,309,0,16,"Ninigret",2023
"1419","CL2",3,310,0,16,"Ninigret",2023
"1420","CL2",3,311,0,16,"Ninigret",2023
"1421","CL2",3,312,1,16,"Ninigret",2023
"1422","CL2",3,313,1,16,"Ninigret",2023
"1423","CL2",3,314,1,16,"Ninigret",2023
"1424","CL2",3,315,1,16,"Ninigret",2023
"1425","CL2",3,316,1,16,"Ninigret",2023
"1426","CL2",3,317,1,16,"Ninigret",2023
"1427","CL2",3,318,1,16,"Ninigret",2023
"1428","CL2",3,319,1,16,"Ninigret",2023
"1429","CL2",3,320,1,16,"Ninigret",2023
"1430","CL2",3,321,1,16,"Ninigret",2023
"1431","CL2",3,322,1,16,"Ninigret",2023
"1432","CL2",3,323,1,16,"Ninigret",2023
"1433","CL2",3,324,1,16,"Ninigret",2023
"1434","CL2",3,325,1,16,"Ninigret",2023
"1435","CL2",3,326,1,16,"Ninigret",2023
"1436","CL2",3,327,1,16,"Ninigret",2023
"1437","CL2",3,328,1,16,"Ninigret",2023
"1438","CL2",3,329,1,16,"Ninigret",2023
"1439","CL2",3,330,1,16,"Ninigret",2023
"1440","CL2",3,331,1,16,"Ninigret",2023
"1441","CL2",3,332,1,16,"Ninigret",2023
"1442","CL2",3,333,1,16,"Ninigret",2023
"1443","CL2",3,334,1,16,"Ninigret",2023
"1444","CL2",3,335,1,16,"Ninigret",2023
"1445","CL2",3,336,1,16,"Ninigret",2023
"1446","CL2",3,337,1,16,"Ninigret",2023
"1447","CL2",3,338,1,16,"Ninigret",2023
"1448","CL2",3,339,1,16,"Ninigret",2023
"1449","CL2",3,340,1,16,"Ninigret",2023
"1450","CL2",3,341,1,16,"Ninigret",2023
"1451","CL2",3,342,1,16,"Ninigret",2023
"1452","CL2",3,343,1,16,"Ninigret",2023
"1453","CL2",3,344,1,13,"Ninigret",2023
"1454","CL2",3,345,1,13,"Ninigret",2023
"1455","CL2",3,346,1,13,"Ninigret",2023
"1456","CL2",3,347,1,13,"Ninigret",2023
"1457","CL2",3,348,1,13,"Ninigret",2023
"1458","CL2",3,349,1,13,"Ninigret",2023
"1459","CL2",3,350,1,13,"Ninigret",2023
"1460","CL2",3,351,1,13,"Ninigret",2023
"1461","CL2",3,352,1,13,"Ninigret",2023
"1462","CL2",3,353,1,13,"Ninigret",2023
"1463","CL2",3,354,1,13,"Ninigret",2023
"1464","CL2",3,355,1,13,"Ninigret",2023
"1465","CL2",3,356,1,13,"Ninigret",2023
"1466","CL2",3,357,1,13,"Ninigret",2023
"1467","CL2",3,358,1,13,"Ninigret",2023
"1468","CL2",3,359,1,13,"Ninigret",2023
"1469","CL2",3,360,1,13,"Ninigret",2023
"1470","CL2",3,361,1,13,"Ninigret",2023
"1471","CL2",3,362,1,13,"Ninigret",2023
"1472","CL2",3,363,1,13,"Ninigret",2023
"1473","CL2",3,364,1,13,"Ninigret",2023
"1474","CL2",3,365,1,13,"Ninigret",2023
"1475","CL2",3,366,1,13,"Ninigret",2023
"1476","CL2",3,367,1,13,"Ninigret",2023
"1477","CL2",3,368,1,13,"Ninigret",2023
"1478","CL2",3,369,1,13,"Ninigret",2023
"1479","CL2",3,370,1,13,"Ninigret",2023
"1480","CL2",3,371,1,13,"Ninigret",2023
"1481","CL2",3,372,1,13,"Ninigret",2023
"1482","CL2",3,373,1,13,"Ninigret",2023
"1483","CL2",3,374,1,13,"Ninigret",2023
"1484","CL2",3,375,1,13,"Ninigret",2023
"1485","CL2",3,376,1,13,"Ninigret",2023
"1486","CL2",3,377,1,13,"Ninigret",2023
"1487","CL2",3,378,1,13,"Ninigret",2023
"1488","CL2",3,379,1,13,"Ninigret",2023
"1489","CL2",3,380,1,13,"Ninigret",2023
"1490","CL2",3,381,1,13,"Ninigret",2023
"1491","CL2",3,382,1,13,"Ninigret",2023
"1492","CL2",3,383,1,13,"Ninigret",2023
"1493","CL2",3,384,1,13,"Ninigret",2023
"1494","CL2",3,385,1,13,"Ninigret",2023
"1495","CL2",3,386,1,13,"Ninigret",2023
"1496","CL2",3,387,1,13,"Ninigret",2023
"1497","CL2",3,388,1,13,"Ninigret",2023
"1498","CL2",3,389,1,13,"Ninigret",2023
"1499","CL2",3,390,1,13,"Ninigret",2023
"1500","CL2",3,391,1,13,"Ninigret",2023
"1501","CL2",3,392,1,13,"Ninigret",2023
"1502","CL2",3,393,1,13,"Ninigret",2023
"1503","CL2",3,394,1,13,"Ninigret",2023
"1504","CL2",3,395,1,13,"Ninigret",2023
"1505","CL2",3,396,1,13,"Ninigret",2023
"1506","CL2",3,397,1,13,"Ninigret",2023
"1507","CL2",3,398,1,13,"Ninigret",2023
"1508","CL2",3,399,1,13,"Ninigret",2023
"1509","CL2",3,400,1,13,"Ninigret",2023
"1510","CL2",3,401,1,13,"Ninigret",2023
"1511","CL2",3,402,1,13,"Ninigret",2023
"1512","CL2",3,403,1,13,"Ninigret",2023
"1513","CL2",3,404,1,13,"Ninigret",2023
"1514","CL2",3,405,1,13,"Ninigret",2023
"1515","CL2",3,406,1,13,"Ninigret",2023
"1516","CL2",3,407,1,13,"Ninigret",2023
"1517","CL2",3,408,1,13,"Ninigret",2023
"1518","CL2",3,409,1,13,"Ninigret",2023
"1519","CL2",3,410,1,13,"Ninigret",2023
"1520","CL2",3,411,1,13,"Ninigret",2023
"1521","CL2",3,412,1,13,"Ninigret",2023
"1522","CL2",3,413,1,13,"Ninigret",2023
"1523","CL2",3,414,1,13,"Ninigret",2023
"1524","CL2",3,415,1,13,"Ninigret",2023
"1525","CL2",3,416,1,13,"Ninigret",2023
"1526","CL2",3,417,1,13,"Ninigret",2023
"1527","CL2",3,418,1,13,"Ninigret",2023
"1528","CL2",3,419,1,13,"Ninigret",2023
"1529","CL2",3,420,1,13,"Ninigret",2023
"1530","CL2",3,421,1,13,"Ninigret",2023
"1531","CL2",3,422,1,13,"Ninigret",2023
"1532","CL2",3,423,1,13,"Ninigret",2023
"1533","CL2",3,424,1,13,"Ninigret",2023
"1534","CL2",3,425,1,13,"Ninigret",2023
"1535","CL2",3,426,1,13,"Ninigret",2023
"1536","CL2",3,427,1,13,"Ninigret",2023
"1537","CL2",3,428,1,13,"Ninigret",2023
"1538","CL2",3,429,1,13,"Ninigret",2023
"1539","CL2",3,430,1,13,"Ninigret",2023
"1540","CL2",3,431,1,13,"Ninigret",2023
"1541","CL2",3,432,1,13,"Ninigret",2023
"1542","CL2",3,433,1,13,"Ninigret",2023
"1543","CL2",3,434,1,13,"Ninigret",2023
"1544","CL2",3,435,1,13,"Ninigret",2023
"1545","CL2",3,436,1,13,"Ninigret",2023
"1546","CL2",3,437,1,13,"Ninigret",2023
"1547","CL2",3,438,1,13,"Ninigret",2023
"1548","CL2",3,439,1,13,"Ninigret",2023
"1549","CL2",3,440,1,13,"Ninigret",2023
"1550","CL2",3,441,1,13,"Ninigret",2023
"1551","CL2",3,442,1,13,"Ninigret",2023
"1552","CL2",3,443,1,13,"Ninigret",2023
"1553","CL2",3,444,1,13,"Ninigret",2023
"1554","CL2",3,445,1,13,"Ninigret",2023
"1555","CL2",3,446,1,13,"Ninigret",2023
"1556","CL2",3,447,1,13,"Ninigret",2023
"1557","CL2",3,448,1,13,"Ninigret",2023
"1558","CL2",3,449,1,13,"Ninigret",2023
"1559","CL2",3,450,1,13,"Ninigret",2023
"1560","CL2",3,451,1,13,"Ninigret",2023
"1561","CL2",3,452,1,13,"Ninigret",2023
"1562","CL2",2,1,1,13,"Ninigret",2023
"1563","CL2",2,2,1,13,"Ninigret",2023
"1564","CL2",2,3,1,13,"Ninigret",2023
"1565","CL2",2,4,1,13,"Ninigret",2023
"1566","CL2",2,5,1,13,"Ninigret",2023
"1567","CL2",2,6,1,13,"Ninigret",2023
"1568","CL2",2,7,1,13,"Ninigret",2023
"1569","CL2",2,8,1,13,"Ninigret",2023
"1570","CL2",2,9,1,13,"Ninigret",2023
"1571","CL2",2,10,1,13,"Ninigret",2023
"1572","CL2",2,11,1,13,"Ninigret",2023
"1573","CL2",2,12,1,13,"Ninigret",2023
"1574","CL2",2,13,1,13,"Ninigret",2023
"1575","CL2",2,14,1,13,"Ninigret",2023
"1576","CL2",2,15,1,13,"Ninigret",2023
"1577","CL2",2,16,1,13,"Ninigret",2023
"1578","CL2",2,17,1,13,"Ninigret",2023
"1579","CL2",2,18,1,13,"Ninigret",2023
"1580","CL2",2,19,1,13,"Ninigret",2023
"1581","CL2",2,20,1,13,"Ninigret",2023
"1582","CL2",2,21,1,13,"Ninigret",2023
"1583","CL2",2,22,1,13,"Ninigret",2023
"1584","CL2",2,23,1,13,"Ninigret",2023
"1585","CL2",2,24,1,13,"Ninigret",2023
"1586","CL2",2,25,1,13,"Ninigret",2023
"1587","CL2",2,26,1,13,"Ninigret",2023
"1588","CL2",2,27,1,13,"Ninigret",2023
"1589","CL2",2,28,1,13,"Ninigret",2023
"1590","CL2",2,29,1,13,"Ninigret",2023
"1591","CL2",2,30,1,13,"Ninigret",2023
"1592","CL2",2,31,1,13,"Ninigret",2023
"1593","CL2",2,32,1,13,"Ninigret",2023
"1594","CL2",2,33,1,13,"Ninigret",2023
"1595","CL2",2,34,1,13,"Ninigret",2023
"1596","CL2",2,35,1,13,"Ninigret",2023
"1597","CL2",2,36,1,13,"Ninigret",2023
"1598","CL2",2,37,1,13,"Ninigret",2023
"1599","CL2",2,38,1,13,"Ninigret",2023
"1600","CL2",2,39,1,13,"Ninigret",2023
"1601","CL2",2,40,1,13,"Ninigret",2023
"1602","CL2",2,41,1,13,"Ninigret",2023
"1603","CL2",2,42,1,13,"Ninigret",2023
"1604","CL2",2,43,1,13,"Ninigret",2023
"1605","CL2",2,44,1,13,"Ninigret",2023
"1606","CL2",2,45,1,13,"Ninigret",2023
"1607","CL2",2,46,1,13,"Ninigret",2023
"1608","CL2",2,47,1,13,"Ninigret",2023
"1609","CL2",2,48,1,13,"Ninigret",2023
"1610","CL2",2,49,1,13,"Ninigret",2023
"1611","CL2",2,50,1,13,"Ninigret",2023
"1612","CL2",2,51,1,13,"Ninigret",2023
"1613","CL2",2,52,1,13,"Ninigret",2023
"1614","CL2",2,53,1,13,"Ninigret",2023
"1615","CL2",2,54,1,13,"Ninigret",2023
"1616","CL2",2,55,1,13,"Ninigret",2023
"1617","CL2",2,56,1,13,"Ninigret",2023
"1618","CL2",2,57,1,13,"Ninigret",2023
"1619","CL2",2,58,1,13,"Ninigret",2023
"1620","CL2",2,59,1,13,"Ninigret",2023
"1621","CL2",2,60,1,13,"Ninigret",2023
"1622","CL2",2,61,1,13,"Ninigret",2023
"1623","CL2",2,62,1,13,"Ninigret",2023
"1624","CL2",2,63,1,13,"Ninigret",2023
"1625","CL2",2,64,1,13,"Ninigret",2023
"1626","CL2",2,65,1,13,"Ninigret",2023
"1627","CL2",2,66,1,13,"Ninigret",2023
"1628","CL2",2,67,1,13,"Ninigret",2023
"1629","CL2",2,68,1,13,"Ninigret",2023
"1630","CL2",2,69,1,13,"Ninigret",2023
"1631","CL2",2,70,1,13,"Ninigret",2023
"1632","CL2",2,71,1,13,"Ninigret",2023
"1633","CL2",2,72,1,13,"Ninigret",2023
"1634","CL2",2,73,1,13,"Ninigret",2023
"1635","CL2",2,74,1,13,"Ninigret",2023
"1636","CL2",2,75,1,13,"Ninigret",2023
"1637","CL2",2,76,1,13,"Ninigret",2023
"1638","CL2",2,77,1,13,"Ninigret",2023
"1639","CL2",2,78,1,13,"Ninigret",2023
"1640","CL2",2,79,1,13,"Ninigret",2023
"1641","CL2",2,80,1,13,"Ninigret",2023
"1642","CL2",2,81,1,13,"Ninigret",2023
"1643","CL2",2,82,1,13,"Ninigret",2023
"1644","CL2",2,83,1,13,"Ninigret",2023
"1645","CL2",2,84,1,13,"Ninigret",2023
"1646","CL2",2,85,1,13,"Ninigret",2023
"1647","CL2",2,86,1,13,"Ninigret",2023
"1648","CL2",2,87,1,13,"Ninigret",2023
"1649","CL2",2,88,1,13,"Ninigret",2023
"1650","CL2",2,89,1,13,"Ninigret",2023
"1651","CL2",2,90,1,13,"Ninigret",2023
"1652","CL2",2,91,1,13,"Ninigret",2023
"1653","CL2",2,92,1,13,"Ninigret",2023
"1654","CL2",2,93,1,13,"Ninigret",2023
"1655","CL2",2,94,1,13,"Ninigret",2023
"1656","CL2",2,95,1,13,"Ninigret",2023
"1657","CL2",2,96,1,13,"Ninigret",2023
"1658","CL2",2,97,1,13,"Ninigret",2023
"1659","CL2",2,98,1,13,"Ninigret",2023
"1660","CL2",2,99,1,13,"Ninigret",2023
"1661","CL2",2,100,1,13,"Ninigret",2023
"1662","CL2",2,101,1,13,"Ninigret",2023
"1663","CL2",2,102,1,13,"Ninigret",2023
"1664","CL2",2,103,1,13,"Ninigret",2023
"1665","CL2",2,104,1,13,"Ninigret",2023
"1666","CL2",2,105,1,13,"Ninigret",2023
"1667","CL2",2,106,1,13,"Ninigret",2023
"1668","CL2",2,107,1,13,"Ninigret",2023
"1669","CL2",2,108,1,13,"Ninigret",2023
"1670","CL2",2,109,1,13,"Ninigret",2023
"1671","CL2",2,110,1,13,"Ninigret",2023
"1672","CL2",2,111,1,13,"Ninigret",2023
"1673","CL2",2,112,1,13,"Ninigret",2023
"1674","CL2",2,113,1,13,"Ninigret",2023
"1675","CL2",2,114,1,13,"Ninigret",2023
"1676","CL2",2,115,1,13,"Ninigret",2023
"1677","CL2",2,116,1,13,"Ninigret",2023
"1678","CL2",2,117,1,13,"Ninigret",2023
"1679","CL2",2,118,1,13,"Ninigret",2023
"1680","CL2",2,119,1,13,"Ninigret",2023
"1681","CL2",2,120,1,13,"Ninigret",2023
"1682","CL2",2,121,1,13,"Ninigret",2023
"1683","CL2",2,122,1,13,"Ninigret",2023
"1684","CL2",2,123,1,13,"Ninigret",2023
"1685","CL2",2,124,1,13,"Ninigret",2023
"1686","CL2",2,125,1,13,"Ninigret",2023
"1687","CL2",2,126,1,13,"Ninigret",2023
"1688","CL2",2,127,1,13,"Ninigret",2023
"1689","CL2",2,128,1,13,"Ninigret",2023
"1690","CL2",2,129,1,13,"Ninigret",2023
"1691","CL2",2,130,1,13,"Ninigret",2023
"1692","CL2",2,131,1,13,"Ninigret",2023
"1693","CL2",2,132,1,13,"Ninigret",2023
"1694","CL2",2,133,1,13,"Ninigret",2023
"1695","CL2",2,134,1,13,"Ninigret",2023
"1696","CL2",2,135,1,13,"Ninigret",2023
"1697","CL2",2,136,1,13,"Ninigret",2023
"1698","CL2",2,137,1,13,"Ninigret",2023
"1699","CL2",2,138,1,13,"Ninigret",2023
"1700","CL2",2,139,1,13,"Ninigret",2023
"1701","CL2",2,140,1,13,"Ninigret",2023
"1702","CL2",2,141,1,13,"Ninigret",2023
"1703","CL2",2,142,1,13,"Ninigret",2023
"1704","CL2",2,143,1,13,"Ninigret",2023
"1705","CL2",2,144,1,13,"Ninigret",2023
"1706","CL2",2,145,1,13,"Ninigret",2023
"1707","CL2",2,146,1,13,"Ninigret",2023
"1708","CL2",2,147,1,13,"Ninigret",2023
"1709","CL2",2,148,1,13,"Ninigret",2023
"1710","CL2",2,149,1,13,"Ninigret",2023
"1711","CL2",2,150,1,13,"Ninigret",2023
"1712","CL2",2,151,1,13,"Ninigret",2023
"1713","CL2",2,152,1,13,"Ninigret",2023
"1714","CL2",2,153,1,13,"Ninigret",2023
"1715","CL2",2,154,1,13,"Ninigret",2023
"1716","CL2",2,155,1,13,"Ninigret",2023
"1717","CL2",2,156,1,13,"Ninigret",2023
"1718","CL2",2,157,1,13,"Ninigret",2023
"1719","CL2",2,158,1,13,"Ninigret",2023
"1720","CL2",2,159,1,13,"Ninigret",2023
"1721","CL2",2,160,1,13,"Ninigret",2023
"1722","CL2",2,161,1,13,"Ninigret",2023
"1723","CL2",2,162,1,13,"Ninigret",2023
"1724","CL2",2,163,1,13,"Ninigret",2023
"1725","CL2",2,164,1,13,"Ninigret",2023
"1726","CL2",2,165,1,13,"Ninigret",2023
"1727","CL2",2,166,0,16,"Ninigret",2023
"1728","CL2",2,167,0,16,"Ninigret",2023
"1729","CL2",2,168,0,16,"Ninigret",2023
"1730","CL2",2,169,0,16,"Ninigret",2023
"1731","CL2",2,170,0,16,"Ninigret",2023
"1732","CL2",2,171,0,16,"Ninigret",2023
"1733","CL2",2,172,0,16,"Ninigret",2023
"1734","CL2",2,173,0,16,"Ninigret",2023
"1735","CL2",2,174,0,16,"Ninigret",2023
"1736","CL2",2,175,0,16,"Ninigret",2023
"1737","CL2",2,176,0,16,"Ninigret",2023
"1738","CL2",2,177,0,16,"Ninigret",2023
"1739","CL2",2,178,0,16,"Ninigret",2023
"1740","CL2",2,179,0,16,"Ninigret",2023
"1741","CL2",2,180,0,16,"Ninigret",2023
"1742","CL2",2,181,0,16,"Ninigret",2023
"1743","CL2",2,182,0,16,"Ninigret",2023
"1744","CL2",2,183,0,16,"Ninigret",2023
"1745","CL2",2,184,0,16,"Ninigret",2023
"1746","CL2",2,185,0,16,"Ninigret",2023
"1747","CL2",2,186,0,16,"Ninigret",2023
"1748","CL2",2,187,0,16,"Ninigret",2023
"1749","CL2",2,188,0,16,"Ninigret",2023
"1750","CL2",2,189,0,16,"Ninigret",2023
"1751","CL2",2,190,0,16,"Ninigret",2023
"1752","CL2",2,191,0,16,"Ninigret",2023
"1753","CL2",2,192,0,16,"Ninigret",2023
"1754","CL2",2,193,0,16,"Ninigret",2023
"1755","CL2",2,194,0,16,"Ninigret",2023
"1756","CL2",2,195,0,16,"Ninigret",2023
"1757","CL2",2,196,0,16,"Ninigret",2023
"1758","CL2",2,197,0,16,"Ninigret",2023
"1759","CL2",2,198,0,16,"Ninigret",2023
"1760","CL2",2,199,0,16,"Ninigret",2023
"1761","CL2",2,200,0,16,"Ninigret",2023
"1762","CL2",2,201,0,16,"Ninigret",2023
"1763","CL2",2,202,0,16,"Ninigret",2023
"1764","CL2",2,203,0,16,"Ninigret",2023
"1765","CL2",2,204,0,16,"Ninigret",2023
"1766","CL2",2,205,0,16,"Ninigret",2023
"1767","CL2",2,206,0,16,"Ninigret",2023
"1768","CL2",2,207,0,16,"Ninigret",2023
"1769","CL2",2,208,0,16,"Ninigret",2023
"1770","CL2",2,209,0,16,"Ninigret",2023
"1771","CL2",2,210,0,16,"Ninigret",2023
"1772","CL2",2,211,0,16,"Ninigret",2023
"1773","CL2",2,212,0,16,"Ninigret",2023
"1774","CL2",2,213,0,16,"Ninigret",2023
"1775","CL2",2,214,0,16,"Ninigret",2023
"1776","CL2",2,215,0,16,"Ninigret",2023
"1777","CL2",2,216,0,16,"Ninigret",2023
"1778","CL2",2,217,0,16,"Ninigret",2023
"1779","CL2",2,218,0,16,"Ninigret",2023
"1780","CL2",2,219,0,16,"Ninigret",2023
"1781","CL2",2,220,0,16,"Ninigret",2023
"1782","CL2",2,221,0,16,"Ninigret",2023
"1783","CL2",2,222,0,16,"Ninigret",2023
"1784","CL2",2,223,0,16,"Ninigret",2023
"1785","CL2",2,224,0,16,"Ninigret",2023
"1786","CL2",2,225,0,16,"Ninigret",2023
"1787","CL2",2,226,0,16,"Ninigret",2023
"1788","CL2",2,227,0,16,"Ninigret",2023
"1789","CL2",2,228,0,16,"Ninigret",2023
"1790","CL2",2,229,0,16,"Ninigret",2023
"1791","CL2",2,230,0,16,"Ninigret",2023
"1792","CL2",2,231,0,16,"Ninigret",2023
"1793","CL2",2,232,0,16,"Ninigret",2023
"1794","CL2",2,233,0,16,"Ninigret",2023
"1795","CL2",2,234,0,16,"Ninigret",2023
"1796","CL2",2,235,0,16,"Ninigret",2023
"1797","CL2",2,236,0,16,"Ninigret",2023
"1798","CL2",2,237,0,16,"Ninigret",2023
"1799","CL2",2,238,0,16,"Ninigret",2023
"1800","CL2",2,239,0,16,"Ninigret",2023
"1801","CL2",2,240,0,16,"Ninigret",2023
"1802","CL2",2,241,0,16,"Ninigret",2023
"1803","CL2",2,242,0,16,"Ninigret",2023
"1804","CL2",2,243,0,16,"Ninigret",2023
"1805","CL2",2,244,0,16,"Ninigret",2023
"1806","CL2",2,245,0,16,"Ninigret",2023
"1807","CL2",2,246,0,16,"Ninigret",2023
"1808","CL2",2,247,0,16,"Ninigret",2023
"1809","CL2",2,248,0,16,"Ninigret",2023
"1810","CL2",2,249,0,16,"Ninigret",2023
"1811","CL2",2,250,0,16,"Ninigret",2023
"1812","CL2",2,251,0,16,"Ninigret",2023
"1813","CL2",2,252,0,16,"Ninigret",2023
"1814","CL2",2,253,0,16,"Ninigret",2023
"1815","CL2",2,254,0,16,"Ninigret",2023
"1816","CL2",2,255,0,16,"Ninigret",2023
"1817","CL2",2,256,0,16,"Ninigret",2023
"1818","CL2",2,257,0,16,"Ninigret",2023
"1819","CL2",2,258,0,16,"Ninigret",2023
"1820","CL2",2,259,0,16,"Ninigret",2023
"1821","CL2",2,260,0,16,"Ninigret",2023
"1822","CL2",2,261,0,16,"Ninigret",2023
"1823","CL2",2,262,0,16,"Ninigret",2023
"1824","CL2",2,263,0,16,"Ninigret",2023
"1825","CL2",2,264,0,16,"Ninigret",2023
"1826","CL2",2,265,0,16,"Ninigret",2023
"1827","CL2",2,266,0,16,"Ninigret",2023
"1828","CL2",2,267,0,16,"Ninigret",2023
"1829","CL2",2,268,0,16,"Ninigret",2023
"1830","CL2",2,269,0,16,"Ninigret",2023
"1831","CL2",2,270,0,16,"Ninigret",2023
"1832","CL2",2,271,0,16,"Ninigret",2023
"1833","CL2",2,272,0,16,"Ninigret",2023
"1834","CL2",2,273,0,16,"Ninigret",2023
"1835","CL2",2,274,0,16,"Ninigret",2023
"1836","CL2",2,275,0,16,"Ninigret",2023
"1837","CL2",2,276,0,16,"Ninigret",2023
"1838","CL2",2,277,0,16,"Ninigret",2023
"1839","CL2",2,278,0,16,"Ninigret",2023
"1840","CL2",2,279,0,16,"Ninigret",2023
"1841","CL2",2,280,0,16,"Ninigret",2023
"1842","CL2",2,281,0,16,"Ninigret",2023
"1843","CL2",2,282,0,16,"Ninigret",2023
"1844","CL2",2,283,0,16,"Ninigret",2023
"1845","CL2",2,284,0,16,"Ninigret",2023
"1846","CL2",2,285,0,16,"Ninigret",2023
"1847","CL2",2,286,0,16,"Ninigret",2023
"1848","CL2",2,287,0,16,"Ninigret",2023
"1849","CL2",2,288,0,16,"Ninigret",2023
"1850","CL2",2,289,0,16,"Ninigret",2023
"1851","CL2",2,290,0,16,"Ninigret",2023
"1852","CL2",2,291,0,16,"Ninigret",2023
"1853","CL2",2,292,0,16,"Ninigret",2023
"1854","CL2",2,293,0,16,"Ninigret",2023
"1855","CL2",2,294,0,16,"Ninigret",2023
"1856","CL2",2,295,0,16,"Ninigret",2023
"1857","CL2",2,296,0,16,"Ninigret",2023
"1858","CL2",2,297,0,16,"Ninigret",2023
"1859","CL2",2,298,0,16,"Ninigret",2023
"1860","CL2",2,299,0,16,"Ninigret",2023
"1861","CL2",2,300,0,16,"Ninigret",2023
"1862","CL2",2,301,0,16,"Ninigret",2023
"1863","CL2",2,302,0,16,"Ninigret",2023
"1864","CL2",2,303,0,16,"Ninigret",2023
"1865","CL2",2,304,0,16,"Ninigret",2023
"1866","CL2",2,305,0,16,"Ninigret",2023
"1867","CL2",2,306,0,16,"Ninigret",2023
"1868","CL2",2,307,0,16,"Ninigret",2023
"1869","CL2",2,308,0,16,"Ninigret",2023
"1870","CL2",2,309,0,16,"Ninigret",2023
"1871","CL2",2,310,0,16,"Ninigret",2023
